cycle,episode_id,failure_mode,group_name,ttf_seconds,mttf_seconds,survival_probability,hazard_rate,event,data_source,beta,eta,recorded_at
392,ep_00425_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764389+00:00
393,ep_00426_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764523+00:00
394,ep_00427_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764657+00:00
395,ep_00428_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764791+00:00
396,ep_00430_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.764992+00:00
397,ep_00431_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,80.63,9299.17,37.107,0.002483,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.765127+00:00
398,ep_00432_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.765260+00:00
399,ep_00433_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.765397+00:00
400,ep_00434_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.765558+00:00
401,ep_00435_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.765696+00:00
402,ep_00436_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.765830+00:00
403,ep_00438_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766005+00:00
404,ep_00439_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766140+00:00
405,ep_00440_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766273+00:00
406,ep_00441_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766406+00:00
407,ep_00442_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766541+00:00
408,ep_00444_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766673+00:00
409,ep_00445_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766809+00:00
410,ep_00446_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.766982+00:00
411,ep_00447_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.767166+00:00
412,ep_00448_CPU_SATURATION,CPU_SATURATION,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.767361+00:00
413,ep_00449_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.767544+00:00
414,ep_00450_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.767695+00:00
415,ep_00451_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.767832+00:00
416,ep_00452_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.767966+00:00
417,ep_00453_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.768103+00:00
418,ep_00454_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.768295+00:00
419,ep_00456_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.768448+00:00
420,ep_00457_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.768583+00:00
421,ep_00458_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.768743+00:00
422,ep_00459_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.768878+00:00
423,ep_00460_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.769012+00:00
424,ep_00461_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,82.1,9299.17,36.9728,0.002448,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.769174+00:00
425,ep_00462_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.769383+00:00
426,ep_00463_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.769532+00:00
427,ep_00464_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.769751+00:00
428,ep_00465_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.769887+00:00
429,ep_00466_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770018+00:00
430,ep_00467_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770150+00:00
431,ep_00468_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770286+00:00
432,ep_00469_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770416+00:00
433,ep_00471_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770603+00:00
434,ep_00472_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770759+00:00
435,ep_00473_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.770895+00:00
436,ep_00474_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771029+00:00
437,ep_00475_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,23.28,9299.17,46.2371,0.006692,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771162+00:00
438,ep_00476_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771296+00:00
439,ep_00477_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771428+00:00
440,ep_00478_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771570+00:00
441,ep_00480_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771754+00:00
442,ep_00482_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.771892+00:00
443,ep_00483_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,122.45,9299.17,34.0053,0.001779,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772027+00:00
444,ep_00484_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772161+00:00
445,ep_00485_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772295+00:00
446,ep_00486_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772430+00:00
447,ep_00487_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772589+00:00
448,ep_00488_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772767+00:00
449,ep_00489_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.772908+00:00
450,ep_00490_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773042+00:00
451,ep_00491_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773179+00:00
452,ep_00492_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773312+00:00
453,ep_00493_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773444+00:00
454,ep_00494_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773587+00:00
455,ep_00495_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773724+00:00
456,ep_00496_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.773929+00:00
457,ep_00497_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774064+00:00
458,ep_00498_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774198+00:00
459,ep_00499_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774328+00:00
460,ep_00500_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774458+00:00
461,ep_00501_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774606+00:00
462,ep_00502_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774754+00:00
463,ep_00503_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.774885+00:00
464,ep_00504_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775059+00:00
465,ep_00506_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775197+00:00
466,ep_00507_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775330+00:00
467,ep_00509_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775462+00:00
468,ep_00510_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775604+00:00
469,ep_00511_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775739+00:00
470,ep_00512_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.775894+00:00
471,ep_00513_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776098+00:00
472,ep_00514_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776235+00:00
473,ep_00515_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776367+00:00
474,ep_00516_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776500+00:00
475,ep_00517_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776634+00:00
476,ep_00518_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776766+00:00
477,ep_00519_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.776897+00:00
478,ep_00520_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.788045+00:00
479,ep_00521_RETRY_STORM,RETRY_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.790299+00:00
480,ep_00522_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.790482+00:00
481,ep_00523_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.790654+00:00
482,ep_00524_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.790815+00:00
483,ep_00525_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.790974+00:00
484,ep_00526_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791105+00:00
485,ep_00527_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791242+00:00
486,ep_00528_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791374+00:00
487,ep_00529_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791504+00:00
488,ep_00530_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791632+00:00
489,ep_00531_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791759+00:00
490,ep_00532_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.791897+00:00
491,ep_00533_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792035+00:00
492,ep_00534_MEMORY_LEAK,MEMORY_LEAK,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792162+00:00
493,ep_00535_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792290+00:00
494,ep_00536_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792438+00:00
495,ep_00538_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792566+00:00
496,ep_00539_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792692+00:00
497,ep_00540_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792836+00:00
498,ep_00541_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.792964+00:00
499,ep_00542_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793091+00:00
500,ep_00543_DISK_IO_SATURATION,DISK_IO_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793218+00:00
501,ep_00544_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793349+00:00
502,ep_00546_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793475+00:00
503,ep_00547_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793603+00:00
504,ep_00548_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793730+00:00
505,ep_00549_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,15.75,9299.17,49.0244,0.009141,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.793869+00:00
506,ep_00550_CACHE_STAMPEDE,CACHE_STAMPEDE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794000+00:00
507,ep_00551_CPU_SATURATION,CPU_SATURATION,Immediate trigger,75.4,9299.17,37.6052,0.00262,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794128+00:00
508,ep_00552_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794255+00:00
509,ep_00554_CASCADING_FAILURE,CASCADING_FAILURE,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794384+00:00
510,ep_00555_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794510+00:00
511,ep_00556_BAD_DEPLOY,BAD_DEPLOY,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794641+00:00
512,ep_00557_RETRY_STORM,RETRY_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794769+00:00
513,ep_00559_ERROR_STORM,ERROR_STORM,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.794895+00:00
514,ep_00560_LATENCY_SPIKE,LATENCY_SPIKE,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored_beyond_window,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795024+00:00
515,ep_00562_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795151+00:00
516,ep_00563_ERROR_STORM,ERROR_STORM,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795282+00:00
517,ep_00564_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795431+00:00
518,ep_00565_DEPENDENCY_TIMEOUT,DEPENDENCY_TIMEOUT,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795557+00:00
519,ep_00566_QUEUE_BACKUP,QUEUE_BACKUP,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795684+00:00
520,ep_00567_DB_SLOWDOWN,DB_SLOWDOWN,Immediate trigger,0.1,9299.17,77.3688,0.518205,1,auto_arima_forecast,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795810+00:00
521,ep_00568_CPU_SATURATION,CPU_SATURATION,Immediate trigger,238.0,9299.17,29.1245,0.001047,0,right_censored,0.20196118156100862,84.16775886753939,2026-08-05T03:24:47.795955+00:00
